home 596 -65 189 178 4 -179
#test 710 -65 189 178 4 -179
corner 405 -169 85 178 4 -179
teach 522 -148 68 178 4 -179
m(0,0) 600 -140 68 178 4 -179
m(1,0) 600 -125 68 178 4 -179
m(2,0) 600 -110 68 178 4 -179
m(3,0) 600 -95 68 178 4 -179
m(4,0) 600 -80 68 178 4 -179
m(5,0) 600 -65 68 178 4 -179
m(0,1) 580 -140 68 178 4 -179
m(1,1) 580 -125 68 178 4 -179
m(2,1) 580 -110 68 178 4 -179
m(3,1) 580 -95 68 178 4 -179
m(4,1) 580 -80 68 178 4 -179
m(5,1) 580 -65 68 178 4 -179
